inputs,target 
i am very good at most racket sports. @ i had cows as pets growing up.,Playing tennis is something My dad taught me growing up.  We would do it after tending to the cows in the field.
i am very good at most racket sports. @ i had cows as pets growing up.,When I was not playing sports when I was little I was taking care of my pets.
i love to travel. @ dogs are my favorite animal.,me too! i like bringing dogs when i do because they're my favorite.
i love to travel. @ dogs are my favorite animal.,I'm more of a homebody. I also have to stay home to take care of my pets. Dogs are my favorite animal.
i love animals. @ i love reading.,"I love reading a lot, most of the times the books that I read have some significant character that’s an animal."
i enjoy relaxing and getting flowers. @ i spend a lot of time outside.,I like tending to the flowers in my garden when I go outside.
i enjoy relaxing and getting flowers. @ i spend a lot of time outside.,My favorite thing to do outside is water my flower garden.
i enjoy relaxing and getting flowers. @ i spend a lot of time outside.,Flowers are nice.  I spend a lot of time outside gardening.
i have puppies. @ my parents own a star like walmart.,"I wasn't allowed to have pets, as my parents were weird."
i have puppies. @ my parents own a star like walmart.,My puppies are names after stars.
i have puppies. @ my parents own a star like walmart.,My parents sell puppies at the store they own.
my house is by the water. @ my business is a place that does bespoke furniture coverings.,I live near my job.
my house is by the water. @ my business is a place that does bespoke furniture coverings.,"I live near the water, but I work across the city.  We do furniture coverings."
my house is by the water. @ my business is a place that does bespoke furniture coverings.,I love decorating houses.
i am a widow. @ i like to get rid of my stress.,do you find that very stressful?
i am a widow. @ i like to get rid of my stress.,I find ways to destress from the loneliness of being a widow.
i am a widow. @ i like to get rid of my stress.,I can't imagine the problems being a widow brings.
i have a son. @ i love to laugh.,I love to laugh with my son.
i have a son. @ i love to laugh.,I like to laugh with my son.
i have a son. @ i love to laugh.,I have a son and he has a great sense of humor and is always so hilarious which is nice because I love to laugh.
my parents own a star like walmart. @ i want to go to europe.,"My parents own a store like Walmart and they want me to work there all the time, but I'm going to take a vacation no matter what because I want to go to Europe."
my parents own a star like walmart. @ i want to go to europe.,My parents are wealthy because of the store they own.  So wealthy that they are sending me to Europe all expenses paid.
my parents own a star like walmart. @ i want to go to europe.,We never really had much growing up.  I always wanted to go to Europe though.
my spouse is a great cook. @ i need caffeine to help me wake up.,I'm picky about what coffee I drink. My spouse has to spend half an hour making it just right so I get my caffeine.
my spouse is a great cook. @ i need caffeine to help me wake up.,I am useless in the morning before my coffee. Thankfully my husband does an amazing job with breakfast.
my spouse is a great cook. @ i need caffeine to help me wake up.,He fixes us great breakfasts every morning. I sit and drink my coffee while he cooks because
i love to fish. @ my father passed away when i was a teen.,I used to fish with my dad when he was alive. He passed away when I was in my teens.
i love to fish. @ my father passed away when i was a teen.,I fish with my dad on the weekends.
i love to fish. @ my father passed away when i was a teen.,"When I was a kid I would go fishing with my father, but I don't go any more. Unfortunately my father passed away when I was a teen."
i am in charge of coaching girls sports. @ children in elementary shool are an enjoyment to work with.,I used to teach soccer to kids in elemantary school.
i am in charge of coaching girls sports. @ children in elementary shool are an enjoyment to work with.,I used to coach my kids' soccer teams in the spring.
i am in charge of coaching girls sports. @ children in elementary shool are an enjoyment to work with.,"I like helping kids, too, which is why I'm a teacher. Children in elementary school are an enjoyment to work with."
