inputs,target 
i love fish. @ my career is in a library.,"I love fish and I'm interested in everything about them, which is great because I can read everything I want since my career is in a library."
i love fish. @ my career is in a library.,I like to fish when I am not working as a librarian.
i work out to look good. @ i work in marketing,My job requires keeping up with appearances
i love to eat shrimp and lobster. @ i like to swim in the lake.,I'll eat anything out of the ocean.
i love to eat shrimp and lobster. @ i like to swim in the lake.,Lobsters are awesome! I love stuff from the ocean. Have you ever swum in ocean
i wish i was a musician. @ i am a star on screen.,"As an actor, I know a lot of musicians who work in the industry."
i wish i was a musician. @ i am a star on screen.,"I wish I could sing too, but at least you can act. How did you feel when you saw yourself on TV?"
i wish i was a musician. @ i am a star on screen.,I never was into music.  I prefer to act on the screen.
i used to be an actor in my youth. @ i can memorize lines.,"I used to be an actor in my youth and I appeared in a couple of successful off-Broadway plays. I also happen to have a photographic memory, which really came in handy because I can memorize lines effortlessly."
i used to be an actor in my youth. @ i can memorize lines.,"Really, I think I could be an actor, because I can memorize lines."
i used to be an actor in my youth. @ i can memorize lines.,You need to have a good memory to memorize all the dialogue.
i have 3 cats. @ i am an only child.,I have 3 cats as well! I grew up with cats instead of siblings because I am an only child.
i have 3 cats. @ i am an only child.,"To keep me company, my parents bought me a bunch of pet cats to play with instead of siblings."
i have 3 cats. @ i am an only child.,They are my family.
i have 3 small dogs. @ i love to ride bikes.,We have a cat that we've taught to go on walks.
i have 3 small dogs. @ i love to ride bikes.,"Walking those dogs must be good exercise, or do you do something else?"
i have 3 small dogs. @ i love to ride bikes.,I hook their leashes to my bike.
i take in a lot of information. @ i am a fan if the great white.,"I do too, particularly about sharks. I study them all, but especially I am a fan of the great white."
i take in a lot of information. @ i am a fan if the great white.,I like learning too. Especially about sharks. I'm a big fan of the great white.
i take in a lot of information. @ i am a fan if the great white.,My cousin is an expert about rock bands from the 80's.
in the south studying the earth and rocks can be a career. @ i have been dating my significant other for a long time.,"My boyfriend is a geologist, so I know what you mean. The two of us, we've been together forever!"
in the south studying the earth and rocks can be a career. @ i have been dating my significant other for a long time.,I met my current boyfriend at college in a geology class.
in the south studying the earth and rocks can be a career. @ i have been dating my significant other for a long time.,I met my partner while I was taking a hike and looking at rocks.
i like to read books. @ i practice witchcraft but no one knows.,I enjoy reading literature.  One such books lead me to the practice of witchcraft that no one knows about.
i like to read books. @ i practice witchcraft but no one knows.,"Some books just interest me.  Especially my witchcraft books, which I study seriously."
i like to read books. @ i practice witchcraft but no one knows.,I read some books about witchcraft.
